Polska
72896
xMin,xMax,yMin,yMax
14.144,24.111,49.064,54.83
post_code,coordinates
04-420,53.261/21.523
04-420,53.286/21.389
04-420,53.175/21.397
04-420,53.266/21.42
04-420,53.209/21.35
04-420,53.226/21.416
04-420,53.228/21.512
04-420,53.305/21.436
04-420,53.223/21.429
04-420,53.259/21.623
04-420,53.169/21.478
04-421,52.267/21.166
04-423,52.271/21.17
04-424,52.269/21.164
04-425,52.267/21.158
04-426,52.271/21.159
04-428,52.272/21.164
04-429,52.272/21.159
04-430,52.275/21.163
04-431,52.272/21.167
04-432,52.277/21.169
04-434,52.283/21.171
04-435,52.288/21.167
04-436,52.275/21.157
04-437,52.274/21.15
04-438,52.274/21.148
04-439,52.27/21.147
04-440,52.272/21.154
04-441,52.269/21.149
04-443,52.268/21.154
04-444,52.265/21.152
04-445,52.268/21.154
04-446,52.265/21.152
04-447,52.263/21.154
04-448,52.263/21.151
04-450,52.262/21.158
04-451,52.26/21.156
04-452,52.26/21.156
04-453,52.26/21.16
04-454,52.259/21.161
04-455,52.259/21.157
04-458,52.268/21.12
04-459,52.264/21.118
04-460,52.267/21.149
04-461,52.262/21.139
04-462,52.26/21.134
04-463,52.26/21.115
04-464,52.26/21.126
04-465,52.256/21.13
04-466,52.256/21.132
04-467,52.258/21.156
04-468,52.257/21.143
04-470,52.255/21.155
04-471,52.256/21.156
04-473,52.253/21.158
04-474,52.254/21.16
04-475,52.253/21.162
04-476,52.254/21.16
04-478,52.254/21.167
04-479,52.254/21.166
04-480,52.256/21.167
04-481,52.256/21.168
04-482,52.256/21.164
04-483,52.253/21.17
04-484,52.252/21.159
04-485,52.254/21.165
04-487,52.252/21.168
04-488,52.252/21.164
04-489,52.251/21.166
04-491,52.251/21.167
04-492,52.249/21.168
04-493,52.248/21.17
04-494,52.25/21.168
04-495,52.249/21.171
04-497,52.249/21.173
04-498,52.252/21.17
04-501,52.231/21.135
04-502,52.235/21.134
04-504,52.234/21.133
04-505,52.234/21.134
04-506,52.231/21.138
04-507,52.23/21.141
04-508,52.229/21.142
04-510,52.231/21.139
04-511,52.233/21.137
04-512,52.233/21.138
04-513,52.233/21.139
04-514,52.235/21.137
04-515,52.23/21.142
04-516,52.235/21.139
04-517,52.23/21.142
04-519,52.238/21.144
04-521,52.234/21.14
04-522,52.235/21.141
04-523,52.236/21.145
04-524,52.237/21.145
04-525,52.237/21.147
04-526,52.239/21.146
04-528,52.236/21.145
04-529,52.237/21.148
04-530,52.238/21.15
04-532,52.232/21.148
04-533,52.233/21.15
04-534,52.234/21.151
04-535,52.233/21.153
04-536,52.237/21.152
04-537,52.239/21.153
04-538,52.238/21.153
04-539,52.236/21.154
04-540,52.235/21.151
04-541,52.234/21.152
04-542,52.231/21.149
04-543,52.233/21.155
04-544,52.233/21.157
04-545,52.235/21.157
04-549,52.24/21.154
04-550,52.239/21.148
04-551,52.241/21.154
04-552,52.241/21.156
04-555,52.226/21.155
04-556,52.228/21.145
04-557,52.229/21.146
04-558,52.229/21.146
04-559,52.228/21.147
04-560,52.228/21.147
04-561,52.229/21.148
04-562,52.23/21.153
04-563,52.227/21.154
04-564,52.228/21.15
04-565,52.228/21.152
04-566,52.229/21.154
04-567,52.229/21.155
04-568,52.229/21.157
04-569,52.229/21.159
04-570,52.229/21.16
04-601,52.223/21.151
04-602,52.225/21.154
04-603,52.224/21.152
04-604,52.221/21.156
04-605,52.223/21.157
04-606,52.224/21.154
04-607,52.223/21.157
04-608,52.223/21.158
04-609,52.225/21.16
04-610,52.218/21.156
04-611,52.22/21.159
04-613,52.218/21.16
04-614,52.216/21.162
04-615,52.215/21.161
04-616,52.214/21.161
04-617,52.219/21.156
04-618,52.218/21.158
04-619,52.218/21.16
04-620,52.221/21.161
04-621,52.222/21.163
04-622,52.225/21.161
04-623,52.224/21.172
04-624,52.221/21.165
04-625,52.222/21.167
04-626,52.222/21.169
04-627,52.222/21.169
04-628,52.219/21.171
04-629,52.218/21.176
04-630,52.222/21.178
04-632,52.211/21.165
04-633,52.213/21.164
04-634,52.213/21.166
04-635,52.214/21.168
04-636,52.214/21.163
04-637,52.213/21.166
04-638,52.209/21.166
04-639,52.216/21.171
04-641,52.214/21.169
04-642,52.215/21.171
04-643,52.215/21.175
04-644,52.215/21.177
04-645,52.216/21.181
04-647,52.22/21.152
04-648,52.22/21.151
04-649,52.219/21.151
04-650,52.222/21.146
04-651,52.221/21.146
04-652,52.22/21.146
04-653,52.219/21.148
04-654,52.218/21.15
04-655,52.217/21.151
04-656,52.216/21.15
04-657,52.215/21.156
04-658,52.215/21.153
04-659,52.216/21.148
04-660,52.216/21.146
04-661,52.225/21.146
04-662,52.224/21.146
04-663,52.225/21.145
04-664,52.226/21.142
04-665,52.224/21.143
04-666,52.223/21.143
04-667,52.213/21.134
04-668,52.227/21.139
04-669,52.224/21.136
04-671,52.218/21.135
04-672,52.218/21.139
04-673,52.215/21.131
04-674,52.208/21.138
04-675,52.206/21.137
04-676,52.205/21.136
04-678,52.204/21.137
04-679,52.203/21.138
04-680,52.203/21.143
04-681,52.218/21.144
04-682,52.22/21.14
04-683,52.22/21.141
04-684,52.216/21.141
04-685,52.216/21.143
04-686,52.217/21.145
04-687,52.214/21.147
04-688,52.212/21.144
04-689,52.212/21.145
04-690,52.209/21.149
04-691,52.211/21.15
04-692,52.212/21.151
04-693,52.211/21.153
04-694,52.211/21.154
04-695,52.211/21.157
04-696,52.211/21.158
04-697,52.211/21.16
04-701,52.201/21.173
04-703,52.205/21.177
04-704,52.209/21.176
04-705,52.212/21.174
04-707,52.21/21.173
04-708,52.21/21.174
04-709,52.211/21.175
04-710,52.212/21.177
04-711,52.212/21.178
04-712,52.211/21.176
04-713,52.206/21.175
04-714,52.205/21.171
04-715,52.204/21.173
04-716,52.202/21.173
04-717,52.203/21.174
04-718,52.203/21.173
04-719,52.204/21.175
04-720,52.204/21.176
04-721,52.203/21.178
04-722,52.203/21.18
04-723,52.203/21.182
04-724,52.197/21.19
04-725,52.214/21.183
04-726,52.212/21.181
04-727,52.215/21.199
04-728,52.216/21.201
04-729,52.217/21.202
04-730,52.21/21.201
04-731,52.218/21.203
04-732,52.217/21.205
04-733,52.218/21.207
04-734,52.214/21.202
04-735,52.212/21.207
04-736,52.207/21.184
04-738,52.209/21.186
04-739,52.21/21.187
04-740,52.21/21.189
04-742,52.213/21.191
04-743,52.211/21.19
04-744,52.211/21.191
04-745,52.209/21.192
04-746,52.21/21.194
04-747,52.209/21.195
04-748,52.209/21.196
04-749,52.205/21.182
04-750,52.206/21.183
04-751,52.206/21.184
04-752,52.205/21.188
04-754,52.208/21.183
04-755,52.208/21.185
04-756,52.208/21.185
04-757,52.208/21.204
04-758,52.21/21.211
04-760,52.209/21.165
04-761,52.2/21.149
04-762,52.205/21.165
04-763,52.205/21.158
04-764,52.206/21.162
04-765,52.2/21.142
04-766,52.198/21.135
04-767,52.202/21.17
04-768,52.198/21.168
04-769,52.196/21.152
04-770,52.198/21.149
04-771,52.201/21.169
04-772,52.202/21.164
04-773,52.203/21.164
04-774,52.201/21.163
04-775,52.2/21.161
04-776,52.199/21.151
04-778,52.199/21.167
04-779,52.197/21.163
04-780,52.197/21.165
04-781,52.196/21.164
04-782,52.195/21.166
04-783,52.196/21.159
04-784,52.194/21.164
04-785,52.185/21.153
04-786,52.191/21.152
04-787,52.197/21.154
04-788,52.191/21.148
04-789,52.188/21.151
04-790,52.189/21.143
04-791,52.189/21.135
04-792,52.18/21.14
04-793,52.189/21.134
04-794,52.187/21.135
04-795,52.185/21.135
04-796,52.183/21.136
04-797,52.185/21.147
04-798,52.18/21.142
04-801,52.194/21.186
04-802,52.192/21.187
04-803,52.191/21.187
04-804,52.191/21.183
04-805,52.194/21.198
04-806,52.191/21.194
04-807,52.193/21.193
04-808,52.19/21.195
04-809,52.19/21.201
04-810,52.192/21.205
04-811,52.189/21.217
04-812,52.192/21.204
04-813,52.19/21.208
04-814,52.19/21.209
04-815,52.186/21.215
04-816,52.193/21.22
04-817,52.189/21.219
04-818,52.195/21.227
04-819,52.192/21.227
04-820,52.185/21.213
04-822,52.183/21.211
04-823,52.184/21.205
04-824,52.181/21.203
04-825,52.181/21.205
04-826,52.181/21.207
04-827,52.181/21.207
04-828,52.175/21.219
04-829,52.182/21.214
04-830,52.188/21.194
04-831,52.186/21.198
04-832,52.186/21.188
04-833,52.185/21.191
04-834,52.186/21.193
04-836,52.185/21.196
04-837,52.184/21.2
04-838,52.183/21.196
04-839,52.181/21.193
04-840,52.181/21.197
04-841,52.179/21.198
04-842,52.181/21.195
04-843,52.18/21.199
04-844,52.174/21.201
04-845,52.177/21.202
04-846,52.175/21.205
04-847,52.173/21.206
04-848,52.175/21.202
04-849,52.174/21.205
04-850,52.179/21.208
04-851,52.18/21.209
04-852,52.19/21.182
04-853,52.192/21.176
04-854,52.189/21.178
04-855,52.19/21.177
04-856,52.189/21.177
04-857,52.189/21.169
04-858,52.184/21.188
04-859,52.186/21.18
04-860,52.185/21.182
04-861,52.186/21.177
04-862,52.183/21.182
04-863,52.182/21.183
04-864,52.181/21.185
04-865,52.173/21.146
04-866,52.173/21.152
04-867,52.18/21.145
04-869,52.175/21.152
04-870,52.177/21.154
04-871,52.183/21.157
04-872,52.173/21.164
04-874,52.172/21.168
04-875,52.179/21.174
04-876,52.188/21.164
04-877,52.184/21.175
04-878,52.181/21.176
04-879,52.179/21.178
04-880,52.176/21.179
04-881,52.179/21.193
04-882,52.181/21.185
04-883,52.179/21.186
04-884,52.177/21.191
04-885,52.178/21.187
04-886,52.18/21.189
04-888,52.176/21.183
04-889,52.175/21.182
04-890,52.174/21.185
04-891,52.174/21.182
04-892,52.174/21.198
04-893,52.173/21.194
04-894,52.172/21.198
04-895,52.172/21.192
04-896,52.173/21.197
04-897,52.173/21.188
04-898,52.173/21.19
04-900,52.169/21.205
04-901,52.172/21.211
04-902,52.172/21.219
04-903,52.168/21.213
04-904,52.168/21.214
04-906,52.166/21.215
04-907,52.166/21.21
04-908,52.168/21.216
04-909,52.173/21.224
04-910,52.17/21.225
04-912,52.164/21.21
04-913,52.165/21.217
04-914,52.164/21.214
04-915,52.162/21.213
04-916,52.164/21.212
04-917,52.164/21.215
04-918,52.165/21.22
04-919,52.165/21.216
04-920,52.16/21.214
04-921,52.164/21.219
04-922,52.164/21.221
04-923,52.162/21.218
04-924,52.161/21.215
04-925,52.16/21.215
04-926,52.16/21.215
04-927,52.162/21.218
04-928,52.161/21.215
04-929,52.162/21.217
04-930,52.163/21.221
04-933,52.157/21.217
04-934,52.158/21.218
04-935,52.158/21.22
04-936,52.16/21.224
04-937,52.168/21.241
04-938,52.159/21.22
04-939,52.159/21.22
04-940,52.161/21.225
04-941,52.161/21.227
04-942,52.159/21.224
04-943,52.165/21.225
04-944,52.158/21.224
04-946,52.161/21.225
04-947,52.161/21.228
04-948,52.161/21.228
04-949,52.16/21.23
04-950,52.167/21.205
04-952,52.164/21.202
04-953,52.165/21.185
04-954,52.169/21.194
04-955,52.17/21.195
04-956,52.168/21.2
04-957,52.18/21.23
04-958,52.171/21.185
04-959,52.17/21.189
04-960,52.166/21.197
04-961,52.165/21.204
04-962,52.163/21.202
04-963,52.164/21.205
04-964,52.164/21.203
04-965,52.176/21.235
04-966,52.163/21.209
04-967,52.162/21.207
04-968,52.161/21.209
04-969,52.162/21.208
04-970,52.162/21.205
04-971,52.162/21.203
04-972,52.158/21.214
04-973,52.156/21.213
04-974,52.157/21.21
04-975,52.159/21.209
04-976,52.157/21.212
04-977,52.155/21.215
04-979,52.157/21.206
04-980,52.155/21.207
04-981,52.153/21.211
04-982,52.154/21.211
04-983,52.151/21.196
04-984,52.166/21.192
04-985,52.155/21.206
04-986,52.168/21.174
04-987,52.155/21.182
04-988,52.169/21.165
04-989,52.166/21.168
04-990,52.161/21.179
04-991,52.159/21.185
04-992,52.158/21.184
04-993,52.155/21.185
04-994,52.155/21.193
04-995,52.154/21.199
04-996,52.152/21.202
04-997,52.151/21.203
04-998,52.16/21.164
05-070,52.235/21.267
05-071,52.244/21.287
05-071,52.248/21.331
05-071,52.238/21.317
05-071,52.273/21.308
05-071,52.217/21.372
05-071,52.221/21.343
05-071,52.237/21.364
05-071,52.241/21.379
05-071,52.201/21.407
05-074,52.226/21.357
05-074,52.228/21.327
05-074,52.217/21.388
05-074,52.22/21.34
05-074,52.236/21.369
05-074,52.236/21.348
05-074,52.207/21.393
05-074,52.197/21.403
05-074,52.22/21.302
05-074,52.23/21.388
05-074,52.202/21.375
05-074,52.246/21.4
05-074,52.238/21.382
05-074,52.213/21.333
05-074,52.229/21.408
05-074,52.221/21.407
05-074,52.228/21.313
05-075,52.247/21.211
05-077,52.219/21.234
05-077,52.218/21.271
05-079,52.271/21.304
05-079,52.299/21.335
05-079,52.267/21.386
05-079,52.258/21.342
05-079,52.27/21.35
05-079,52.302/21.31
05-080,52.298/20.813
05-080,52.288/20.808
05-080,52.303/20.779
05-080,52.295/20.849
05-080,52.278/20.852
05-080,52.266/20.795
05-080,52.272/20.811
05-080,52.288/20.868
05-080,52.285/20.83
05-080,52.314/20.809
05-082,52.25/20.859
05-082,52.246/20.874
05-082,52.243/20.886
05-082,52.258/20.845
05-082,52.257/20.833
05-082,52.245/20.844
05-082,52.263/20.85
05-082,52.255/20.791
05-082,52.248/20.821
05-082,52.257/20.814
05-082,52.242/20.872
05-082,52.258/20.771
05-083,52.255/20.729
05-083,52.267/20.701
05-083,52.263/20.684
05-083,52.264/20.639
05-083,52.258/20.769
05-083,52.255/20.75
05-083,52.251/20.706
05-083,52.255/20.684
05-083,52.284/20.735
05-083,52.281/20.748
05-083,52.244/20.747
05-083,52.277/20.714
05-083,52.243/20.657
05-083,52.26/20.752
05-083,52.253/20.693
05-083,52.243/20.638
05-083,52.293/20.742
05-083,52.293/20.677
05-084,52.259/20.592
05-084,52.258/20.701
05-084,52.259/20.564
05-084,52.268/20.56
05-084,52.259/20.537
05-084,52.292/20.597
05-084,52.287/20.61
05-084,52.266/20.535
05-084,52.248/20.527
05-084,52.313/20.611
05-084,52.258/20.55
05-084,52.239/20.625
05-084,52.255/20.558
05-084,52.242/20.557
05-084,52.276/20.551
05-084,52.246/20.545
05-084,52.253/20.563
05-084,52.243/20.539
05-084,52.244/20.549
05-084,52.29/20.567
05-084,52.274/20.592
05-084,52.268/20.519
05-084,52.232/20.552
05-085,52.27/20.458
05-085,52.262/20.501
05-085,52.263/20.467
05-085,52.242/20.5
05-085,52.269/20.428
05-085,52.273/20.397
05-085,52.259/20.351
05-085,52.246/20.356
05-085,52.257/20.406
05-085,52.247/20.46
05-085,52.252/20.419
05-085,52.267/20.38
05-085,52.272/20.519
05-085,52.278/20.408
05-085,52.232/20.419
05-085,52.271/20.353
05-085,52.258/20.434
05-085,52.245/20.436
05-085,52.242/20.382
05-085,52.282/20.474
05-085,52.269/20.366
05-085,52.239/20.473
05-085,52.244/20.475
05-085,52.284/20.326
05-085,52.283/20.347
05-085,52.278/20.479
05-085,52.287/20.448
05-085,52.286/20.356
05-085,52.296/20.4
05-085,52.306/20.441
05-085,52.265/20.692
05-088,52.326/20.273
05-088,52.282/20.291
05-088,52.377/20.29
05-088,52.303/20.338
05-088,52.375/20.349
05-088,52.342/20.328
05-088,52.295/20.281
05-088,52.369/20.237
05-088,52.342/20.28
05-088,52.317/20.268
05-088,52.312/20.356
05-088,52.365/20.274
05-088,52.354/20.264
05-088,52.296/20.31
05-088,52.37/20.403
05-088,52.32/20.31
05-088,52.308/20.281
05-088,52.291/20.33
05-088,52.336/20.379
05-088,52.37/20.267
05-088,52.373/20.381
05-088,52.31/20.317
05-088,52.307/20.301
05-088,52.354/20.285
05-088,52.31/20.289
05-088,52.358/20.295
05-088,52.349/20.302
05-088,52.316/20.327
05-088,52.365/20.399
05-090,52.158/20.923
05-090,52.155/20.94
05-090,52.131/20.896
05-090,52.134/20.934
05-090,52.158/20.91
05-090,52.127/20.969
05-090,52.147/20.952
05-090,52.121/20.913
05-090,52.107/20.898
05-090,52.12/20.946
05-090,52.117/20.894
05-090,52.108/20.88
05-090,52.135/20.976
05-090,52.136/20.921
05-090,52.125/20.955
05-090,52.149/20.898
05-090,52.098/20.893
05-090,52.13/20.918
05-090,52.139/20.885
05-091,52.29/21.112
05-092,52.335/20.888
05-092,52.354/20.868
05-092,52.351/20.893
05-092,52.351/20.827
05-092,52.353/20.855
05-092,52.358/20.845
05-092,52.369/20.828
05-092,52.355/20.819
05-092,52.331/20.865
05-092,52.37/20.885
05-092,52.356/20.874
05-100,52.428/20.726
05-101,52.404/20.927
05-101,52.405/20.812
05-101,52.418/20.806
05-101,52.416/20.763
05-101,52.408/20.784
05-101,52.417/20.739
05-101,52.412/20.75
05-101,52.423/20.796
05-102,52.447/20.702
05-102,52.454/20.718
05-110,52.379/20.922
05-110,52.395/20.838
05-110,52.415/20.765
05-110,52.412/20.747
05-118,52.403/20.924
05-119,52.429/20.942
05-119,52.383/20.995
05-119,52.425/20.969
05-119,52.408/20.97
05-119,52.403/20.99
05-119,52.414/20.939
05-120,52.407/20.929
05-123,52.411/20.887
05-123,52.435/20.858
05-123,52.423/20.873
05-123,52.423/20.791
05-124,52.46/20.887
05-124,52.446/20.878
05-124,52.436/20.787
05-124,52.443/20.815
05-124,52.479/20.829
05-124,52.476/20.876
05-124,52.48/20.904
05-124,52.435/20.776
05-124,52.442/20.842
05-124,52.428/20.951
05-126,52.418/21.038
05-126,52.416/21.094
05-126,52.383/21.043
05-126,52.363/21.019
05-126,52.373/21.028
05-126,52.392/21.013
05-126,52.401/21.05
05-126,52.455/21.006
05-126,52.395/21.062
05-127,52.474/21.078
05-127,52.445/21.059
05-127,52.444/21.105
05-131,52.461/21.032
05-135,52.454/20.958
05-135,52.472/20.927
05-135,52.424/20.97
05-140,52.492/20.953
05-140,52.488/20.973
05-140,52.48/21.047
05-140,52.542/21.094
05-140,52.475/20.996
05-140,52.481/21.025
05-140,52.513/21.061
05-140,52.525/21.134
05-140,52.516/21.098
05-140,52.497/20.918
05-140,52.479/21.007
05-140,52.525/21.122
05-140,52.488/21.034
05-140,52.537/21.073
05-140,52.554/21.107
05-140,52.521/21.007
05-140,52.502/21.031
05-140,52.525/21.11
05-140,52.496/21.018
05-140,52.521/20.97
05-140,52.535/21.021
05-140,52.523/20.936
05-140,52.508/20.905
05-140,52.519/20.918
05-140,52.547/20.937
05-140,52.503/20.93
05-140,52.51/20.989
05-140,52.544/20.969
05-140,52.501/20.991
05-140,52.543/20.956
05-152,52.362/20.642
05-152,52.368/20.726
05-152,52.386/20.66
05-152,52.391/20.731
05-152,52.392/20.711
05-152,52.373/20.742
05-152,52.383/20.776
05-152,52.368/20.781
05-152,52.373/20.81
05-152,52.372/20.699
05-152,52.389/20.637
05-152,52.39/20.745
05-152,52.387/20.759
05-152,52.415/20.686
05-152,52.369/20.711
05-152,52.367/20.635
05-152,52.405/20.662
05-152,52.401/20.672
05-152,52.352/20.662
05-152,52.375/20.72
05-152,52.375/20.687
05-152,52.372/20.685
05-152,52.42/20.653
05-152,52.374/20.667
05-152,52.376/20.628
05-152,52.371/20.656
05-152,52.337/20.626
05-152,52.383/20.647
05-152,52.346/20.717
05-152,52.333/20.684
05-152,52.322/20.631
05-152,52.371/20.798
05-152,52.326/20.655
05-152,52.374/20.675
05-152,52.35/20.607
05-155,52.409/20.593
05-155,52.393/20.533
05-155,52.399/20.568
05-155,52.396/20.504
05-155,52.387/20.54
05-155,52.395/20.545
05-155,52.374/20.485
05-155,52.373/20.465
05-155,52.372/20.427
05-155,52.412/20.615
05-155,52.407/20.576
05-155,52.4/20.531
05-155,52.381/20.438
05-155,52.387/20.518
05-155,52.411/20.562
05-155,52.39/20.555
05-155,52.41/20.524
05-155,52.367/20.44
05-155,52.387/20.595
05-155,52.387/20.433
05-155,52.412/20.535
05-155,52.387/20.475
05-155,52.388/20.46
05-155,52.407/20.482
05-155,52.416/20.545
05-155,52.418/20.519
05-155,52.34/20.505
05-156,52.344/20.571
05-156,52.319/20.493
05-156,52.331/20.529
05-156,52.333/20.589
05-156,52.335/20.489
05-160,52.437/20.669
05-170,52.437/20.61
05-170,52.455/20.543
05-170,52.439/20.502
05-170,52.428/20.503
05-170,52.449/20.568
05-170,52.434/20.565
05-170,52.445/20.548
05-170,52.434/20.54
05-170,52.471/20.587
05-170,52.44/20.532
05-170,52.446/20.515
05-180,52.477/20.746
05-180,52.491/20.701
05-180,52.537/20.679
05-180,52.5/20.702
05-180,52.461/20.72
05-180,52.475/20.653
05-180,52.513/20.69
05-180,52.514/20.676
05-180,52.469/20.669
05-180,52.477/20.773
05-180,52.483/20.802
05-180,52.467/20.679
05-180,52.467/20.736
05-180,52.496/20.673
05-180,52.491/20.866
05-180,52.49/20.627
05-180,52.459/20.701
05-180,52.489/20.835
05-180,52.515/20.663
05-180,52.496/20.594
05-180,52.511/20.638
05-180,52.497/20.614
05-180,52.499/20.875
05-180,52.511/20.88
05-180,52.5/20.633
05-180,52.482/20.621
05-180,52.508/20.606
05-180,52.526/20.619
05-180,52.531/20.656
05-180,52.51/20.808
05-180,52.527/20.637
05-180,52.508/20.643
05-190,52.517/20.781
05-190,52.59/20.806
05-190,52.532/20.856
05-190,52.574/20.786
05-190,52.548/20.778
05-190,52.567/20.818
05-190,52.536/20.786
05-190,52.545/20.894
05-190,52.603/20.757
05-190,52.627/20.765
05-190,52.618/20.744
05-190,52.547/20.735
05-190,52.594/20.772
05-190,52.573/20.86
05-190,52.542/20.871
05-190,52.545/20.809
05-190,52.616/20.789
05-190,52.632/20.785
05-190,52.592/20.875
05-190,52.588/20.866
05-190,52.623/20.821
05-190,52.592/20.745
05-190,52.554/20.916
05-190,52.629/20.845
05-190,52.555/20.848
05-190,52.606/20.843
05-190,52.589/20.839
05-190,52.558/20.791
05-190,52.608/20.766
05-190,52.61/20.774
05-190,52.547/20.645
05-190,52.627/20.734
05-190,52.599/20.882
05-190,52.566/20.895
05-190,52.555/20.87
05-190,52.608/20.622
05-190,52.599/20.62
05-190,52.547/20.835
05-190,52.579/20.901
05-190,52.613/20.726
05-190,52.618/20.807
05-190,52.586/20.652
05-190,52.604/20.698
05-190,52.593/20.638
05-190,52.606/20.68
05-190,52.626/20.629
05-191,52.567/20.769
05-191,52.539/20.758
05-191,52.575/20.763
05-191,52.582/20.765
05-191,52.533/20.741
05-191,52.533/20.75
05-191,52.567/20.745
05-191,52.549/20.692
05-191,52.536/20.705
05-191,52.583/20.716
05-191,52.527/20.728
05-191,52.595/20.725
05-191,52.574/20.719
05-191,52.568/20.701
05-191,52.58/20.738
05-191,52.561/20.722
05-191,52.518/20.716
05-192,52.571/20.663
05-192,52.555/20.666
05-192,52.584/20.676
05-192,52.567/20.634
05-192,52.602/20.696
05-192,52.609/20.623
05-192,52.578/20.691
05-192,52.601/20.628
05-192,52.597/20.643
05-192,52.61/20.664
05-192,52.588/20.631
05-192,52.588/20.649
05-192,52.606/20.687
05-200,52.346/21.243
05-200,52.362/21.29
05-200,52.372/21.271
05-200,52.371/21.288
05-200,52.355/21.27
05-200,52.369/21.222
05-200,52.326/21.294
05-200,52.368/21.322
05-200,52.343/21.271
05-200,52.317/21.275
05-200,52.378/21.23
05-200,52.354/21.313
05-200,52.338/21.302
05-200,52.316/21.294
05-200,52.317/21.227
05-200,52.315/21.199
05-205,52.391/21.365
05-205,52.385/21.303
05-205,52.444/21.286
05-205,52.391/21.314
05-205,52.407/21.337
05-205,52.404/21.259
05-205,52.39/21.282
05-205,52.419/21.262
05-205,52.379/21.339
05-205,52.383/21.365
05-205,52.417/21.311
05-205,52.444/21.314
05-205,52.417/21.334
05-205,52.38/21.399
05-205,52.378/21.413
05-205,52.453/21.34
05-205,52.416/21.364
05-220,52.307/21.155
05-230,52.336/21.199
05-230,52.313/21.226
05-230,52.314/21.201
05-230,52.334/21.297
05-240,52.43/21.437
05-240,52.415/21.407
05-240,52.448/21.462
05-240,52.446/21.488
05-240,52.461/21.447
05-240,52.397/21.439
05-240,52.439/21.364
05-240,52.423/21.47
05-240,52.39/21.502
05-240,52.45/21.397
05-240,52.409/21.464
05-240,52.377/21.484
05-240,52.453/21.44
05-240,52.378/21.438
05-240,52.418/21.537
05-240,52.467/21.508
05-240,52.452/21.417
05-240,52.425/21.512
05-240,52.398/21.419
05-240,52.446/21.424
05-240,52.395/21.478
05-240,52.456/21.509
05-240,52.404/21.524
05-240,52.423/21.461
05-240,52.406/21.498
05-240,52.416/21.504
05-240,52.43/21.466
05-240,52.458/21.463
05-240,52.47/21.5
05-240,52.458/21.491
05-240,52.469/21.454
05-240,52.422/21.484
05-240,52.471/21.471
05-240,52.443/21.429
05-240,52.421/21.499
05-240,52.47/21.488
05-240,52.395/21.462
05-240,52.429/21.508
05-250,52.417/21.178
05-250,52.388/21.148
05-250,52.392/21.192
05-250,52.401/21.16
05-250,52.442/21.124
05-250,52.46/21.168
05-250,52.445/21.182
05-250,52.402/21.125
05-250,52.428/21.215
05-250,52.444/21.214
05-250,52.443/21.235
05-250,52.406/21.209
05-250,52.44/21.25
05-250,52.391/21.24
05-250,52.377/21.202
05-250,52.389/21.219
05-250,52.412/21.226
05-250,52.509/21.137
05-252,52.487/21.299
05-252,52.465/21.222
05-252,52.476/21.313
05-252,52.514/21.248
05-252,52.524/21.251
05-252,52.516/21.293
05-252,52.49/21.335
05-252,52.472/21.287
05-252,52.476/21.362
05-252,52.475/21.339
05-252,52.462/21.363
05-252,52.461/21.259
05-252,52.516/21.265
05-252,52.46/21.385
05-252,52.481/21.187
05-252,52.475/21.239
05-252,52.484/21.269
05-254,52.508/21.177
05-254,52.522/21.213
05-254,52.479/21.221
05-254,52.503/21.21
05-254,52.489/21.223
05-254,52.503/21.23
05-254,52.496/21.197
05-254,52.518/21.198
05-254,52.476/21.195
05-254,52.481/21.19
05-255,52.493/21.094
05-255,52.471/21.104
05-255,52.465/21.136
05-255,52.48/21.109
05-255,52.485/21.146
05-270,52.334/21.112
05-270,52.366/21.161
05-280,52.527/21.609
05-280,52.541/21.597
05-280,52.517/21.619
05-280,52.486/21.563
05-280,52.498/21.71
05-280,52.504/21.682
05-280,52.478/21.631
05-280,52.506/21.634
05-280,52.477/21.707
05-280,52.439/21.558
05-280,52.481/21.536
05-280,52.502/21.625
05-280,52.52/21.6
05-280,52.526/21.57
05-280,52.467/21.562
05-280,52.489/21.629
05-280,52.477/21.651
05-280,52.452/21.537
05-280,52.447/21.59
05-280,52.504/21.603
05-280,52.466/21.645
05-280,52.463/21.717
05-280,52.479/21.583
05-280,52.47/21.582
05-280,52.465/21.687
05-280,52.464/21.658
05-280,52.462/21.6
05-280,52.494/21.584
05-280,52.458/21.612
05-280,52.489/21.586
05-282,52.43/21.634
05-282,52.45/21.638
05-282,52.42/21.603
05-282,52.409/21.574
05-282,52.385/21.609
05-282,52.366/21.595
05-282,52.381/21.556
05-282,52.438/21.674
05-282,52.417/21.648
05-282,52.371/21.548
05-282,52.399/21.557
05-282,52.44/21.693
05-282,52.443/21.607
05-282,52.408/21.633
05-282,52.401/21.657
05-282,52.389/21.657
05-282,52.429/21.701
05-282,52.413/21.707
05-282,52.455/21.676
05-282,52.394/21.693
05-282,52.4/21.709
05-282,52.369/21.531
05-300,52.15/21.499
05-300,52.222/21.539
05-300,52.144/21.518
05-300,52.183/21.613
05-300,52.187/21.533
05-300,52.168/21.599
05-300,52.192/21.584
05-300,52.159/21.495
05-300,52.181/21.562
05-300,52.202/21.607
05-300,52.16/21.632
05-300,52.224/21.499
05-300,52.154/21.569
05-300,52.202/21.555
05-300,52.15/21.59
05-300,52.201/21.568
05-300,52.188/21.662
05-300,52.153/21.634
05-300,52.126/21.51
05-300,52.176/21.621
